shipment_wk,shipment_dt,region,fc,sub_hub,shippingtype,isfresh,actual_packgroup,actual_boxname,sku_band,cate2,cate3,cate4,cate5,skuseq,skuname,ordernumber,invoicenumber,units
29,2023-07-17,South,GOY1,GMH1 Sub-hub,STANDARD,CORE,PAPER,B16호,E,식품,커피/차,커피,캡슐커피,36683521,까라로 돌체구스토 호환 캡슐커피 프리모마티노 6박스 / 96개 7g,18100002335965,10249192708193,1
29,2023-07-17,South,ANS4,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,식품,생수/음료,음료,탄산음료,4224963,Box_나랑드 사이다 1500ml 12입,18100002351894,10249198133005,1
29,2023-07-16,South,INC5,GMH1 Sub-hub,STANDARD,CORE,SIOC,CSTMs,D,가구/홈인테리어,가구,수납가구,선반,13907639,"상도가구 몬스터랙1200x400x1500 4단 조립식앵글 선반 베란다, 아이보리(FD) + 고무망치",1100002158621,10249130033111,1
29,2023-07-17,South,YAS1,GMH1 Sub-hub,SAMEDAY,CORE,PAPER,B6호,C,식품,장/오일/소스,식용유/오일/참기름,현미유/쌀눈유/해바라기유,161187,올리타리아 해바라기씨유 1L 1병,29100002328351,10249188573116,1
29,2023-07-17,South,GMH2,GWJ2 Sub-hub,OVERNIGHT,CORE,PAPER,B6호,B,식품,장/오일/소스,식용유/오일/참기름,올리브유,26693334,데체코 엑스트라 버진 올리브오일 1L,32100002353870,10249197534951,1
29,2023-07-18,South,GMH2,GMH1 Sub-hub,STANDARD,CORE,TPB,TPB11,B,생활용품,세제류,세탁세제류,일반세탁세제,29887291,퍼실 그린파워 1.8L,10100002544012,10249264538225,1
29,2023-07-22,South,MCN1,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,식품,생수/음료,음료,탄산음료,11522879,펩시콜라 1.5펫 12개입,27100003071492,10249456436940,1
29,2023-07-20,South,YAS1,GMH1 Sub-hub,OVERNIGHT,CORE,TPB,TPB11,B,생활용품,세제류,주방세제류,주방식기세제,18701989,"부케가르니 에코 1종 주방세제 자몽향, 750ml, 3개",9100002840161,10249371458690,1
29,2023-07-22,South,INC5,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOC,C,가구/홈인테리어,인테리어용품,원예용품,흙/비료,12403257,갑조네 세척마사토 중립 (20kg),4100003034483,10249462846431,1
29,2023-07-20,South,DON1,GWJ2 Sub-hub,STANDARD,CORE,PAPER,B4호,B,식품,장/오일/소스,식용유/오일/참기름,올리브유,11243618,곰곰 바쏘 엑스트라버진 올리브오일 1L,30100002729590,10249326353803,1
29,2023-07-22,South,YAS1,GMH1 Sub-hub,SAMEDAY,CORE,PAPER,B6호,B,식품,장/오일/소스,식용유/오일/참기름,올리브유,159394,모니니)퓨어올리브 1000ml,32100003022086,10249435963782,1
29,2023-07-22,South,MCN1,GMH1 Sub-hub,STANDARD,CORE,PAPER,B16호,C,주방용품,주방수납/잡화,건조대/진열대/정리대,정리선반/다용도선반,32201136,"코멧 홈 길이조절 주방 선반, 42.5-72x24x14.5cm, 화이트",26100002997984,10249431155622,2
29,2023-07-21,South,YAS1,GMH1 Sub-hub,STANDARD,CORE,TPB,TPB11,B,생활용품,세제류,주방세제류,주방식기세제,18701989,"부케가르니 에코 1종 주방세제 자몽향, 750ml, 3개",19100002775672,10249379270325,1
29,2023-07-18,South,CHW4,GWJ2 Sub-hub,STANDARD,CORE,TPB,TPB 2호,B,생활용품,세제류,세탁세제류,액체 섬유유연제,31346373,단품_피죤 레귤러 핑크로즈 3000ml,12100002453462,10249234215371,4
29,2023-07-20,South,YON1,GMH1 Sub-hub,STANDARD,CORE,PAPER,B34호,A,식품,생수/음료,음료,숙취/비타민/에너지음료,12880500,동아제약 박카스F 120ml * 100병,28100002727485,10249330949093,1
29,2023-07-16,South,CHA1,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,C,가구/홈인테리어,가구,수납가구,행거,19956123,"코멧 스프링식 압축봉 10호 160~300cm,화이트",8100002249887,10249157612746,1
29,2023-07-18,South,YAS1,GMH1 Sub-hub,SAMEDAY,CORE,PLASTIC,RPB2.5(50),E,패션잡화,스타킹/양말,양말,양말,11788221,엑스미스 편안한 착용감 쿠션패드 히든 끈 덧신 하프 양말 골고루 5족세트(랜덤발송),27100002464090,10249240027865,1
29,2023-07-16,South,DAEGU2,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),B,생활용품,방향/탈취/살충제,탈취/제습제,탈취제,38737,페브리즈 에어 - 맑은하늘바람 275g,6100002166176,10249133956213,2
29,2023-07-22,South,SIH2,GWJ2 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),B,생활용품,세제류,주방세제류,주방식기세제,14690844,프로쉬 식기세척기세제 그린레몬 600g / 30개입,3100003124492,10249469720615,1
29,2023-07-18,South,YEO1,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,E,생활용품,화장지/제지,화장지/티슈,화장지,8158315,[박스훼손 할인] 10  코디 라벤다 화장지 30M*30롤,13100002488565,10249249277455,1
29,2023-07-19,South,ANS4,GWJ2 Sub-hub,STANDARD,CORE,SIOC,CSTMs,D,스포츠/레저용품,헬스/요가,헬스,스트레칭봉,11288715,트로비스 스트레칭바 180cm,28100002625299,10249304769535,1
29,2023-07-22,South,CHW4,GMH1 Sub-hub,OVERNIGHT,CORE,PLASTIC,RPB2.5(50),C,식품,가공/즉석식품,캔/통조림류,반찬/절임 통조림,32980888,슬라이스드 오이피클 500g 1개,21100003036522,10249438040402,1
29,2023-07-18,South,CHA1,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,E,가구/홈인테리어,인테리어용품,거울,전신거울,11108054,[박스훼손 할인] 데코퍼니쳐 300 거치경 화이트,13100002388210,10249262925790,1
29,2023-07-20,South,CHW4,GWJ2 Sub-hub,STANDARD,CORE,TPB,TPB 2호,B,생활용품,세제류,세탁세제류,액체 섬유유연제,31346373,단품_피죤 레귤러 핑크로즈 3000ml,23100002735914,10249333869526,2
29,2023-07-17,South,MAJ1,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,식품,생수/음료,음료,커피음료,3992522,Box_레쓰비 160ml (150ml+10ml) 30캔,24100002345729,10249195592521,1
29,2023-07-21,South,YEO1,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,D,식품,생수/음료,음료,과일음료,8737577,[박스훼손 할인] Box_가야농장 토마토 340ml x 24pet,28100002788173,10249352737713,1
29,2023-07-17,South,GOY1,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),D,반려/애완용품,강아지용품,위생/미용용품,미용용품/브러쉬,11491028,"LED 발톱깎기, 다보여 블루",24100002333677,10249191380584,1
29,2023-07-18,South,SIH2,GMH1 Sub-hub,STANDARD,CORE,PAPER,B8호,A,식품,장/오일/소스,소스/드레싱/식초,식초/음용식초,19044114,드니그리스 유기농 사과 식초 1000ml,4100002538209,10249260388194,1
29,2023-07-16,South,ECH2,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,생활용품,세제류,세탁세제류,액체 섬유유연제,2358238,"Box_피죤 레귤러 4210ml 핑크로즈, 4개",25100002280598,10249169979484,1
29,2023-07-17,South,MAJ1,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,식품,생수/음료,음료,커피음료,3992522,Box_레쓰비 160ml (150ml+10ml) 30캔,24100002345729,10249195592495,1
29,2023-07-22,South,DAEGU,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,C,생활용품,세제류,세탁세제류,액체 섬유유연제,32705528,Box_고농축 피죤 시그니처 1.7L X 4 라피에스타,22100003080830,10249461711856,1
29,2023-07-17,South,DON1,GMH1 Sub-hub,OVERNIGHT,CORE,PAPER,B2호,C,식품,가공/즉석식품,잼/꿀/시럽,꿀,34726105,한울벌꿀 국내산 아카시아 2.4kg 사양벌꿀 / 1개 기본포장 2.4kg,15100002366097,10249200927151,1
29,2023-07-19,South,CHW1,GMH1 Sub-hub,OVERNIGHT,CORE,PAPER,B11호,D,식품,커피/차,티/전통차,허브차/꽃차/수입차,18775569,캐모마일 릴렉스 1200g,26100002361173,10249302202860,2
29,2023-07-19,South,ANS8,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,생활용품,세제류,세탁세제류,드럼용세탁세제,26631598,"살림백서 실내건조 세탁세제 2.7L 드럼용, 2개",27100002719296,10249328987995,1
29,2023-07-20,South,CHW4,GWJ2 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),B,식품,장/오일/소스,식용유/오일/참기름,참기름,12033485,해표 딱한번 짠 고소한 참기름 500ml,2100002711960,10249326721071,2
29,2023-07-17,South,SIH2,GMH1 Sub-hub,STANDARD,CORE,PAPER,B8호,A,식품,장/오일/소스,식용유/오일/참기름,대두유 (콩기름),308913,해표 식용유  1.8L,31100002412258,10249233310164,4
29,2023-07-17,South,CHA1,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,주방용품,주방일회용품/소모품,일회용컵/수저/식기,일회용컵,10957624,BOX_탐사 종이컵 해달별 2000개입,13100002400808,10249216534045,1
29,2023-07-20,South,SAN2,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,생활용품,화장지/제지,화장지/티슈,화장지,13415874,땡큐 3겹 천연펄프 화장지 14m 30롤,21100002751874,10249362289283,1
29,2023-07-19,South,ANS4,GMH1 Sub-hub,STANDARD,CORE,SIOC,CSTMs,E,가구/홈인테리어,커튼/침장류,커튼/블라인드,롤스크린,33651722,누구나 암막 방염 롤 블라인드 125cm x 150cm 그레이,17100002623698,10249293763925,1
29,2023-07-20,South,ECH2,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB 3.5,C,반려/애완용품,강아지용품,배변용품,탈취제/소독,28920195,"탐사 반려동물 탈취제 플로럴머스크향, 550ml, 2개입",15100002761412,10249342203004,1
29,2023-07-20,South,CHW4,GWJ2 Sub-hub,STANDARD,CORE,PLASTIC,PB2호,A,생활용품,세제류,세탁세제류,일반세탁세제,31061503,"리큐 꿉꿉한 냄새 싹 실내건조 액체세제 리필 2.1L, 1개",8100002715006,10249322899384,1
29,2023-07-20,South,GWJ4,GWJ2 Sub-hub,SAMEDAY,CORE,TPB,TPB 1호,B,생활용품,세제류,세탁세제류,액체 섬유유연제,33941483,버넬 프레쉬 모닝  900mL,13100002748842,10249341988196,4
29,2023-07-19,South,GOY1,GMH1 Sub-hub,STANDARD,CORE,TPB,TPB 3호,A,생활용품,세제류,주방세제류,주방식기세제,31158380,프릴 베이킹소다 퓨어레몬 리필 1L,15100002600625,10249285094532,4
29,2023-07-21,South,GMH2,GMH1 Sub-hub,STANDARD,CORE,TPB,TPB11,A,생활용품,세제류,세탁세제류,일반세탁세제,12107184,다우니 프리미엄 액체형 세제 냄새딥클린 실내건조 3L,16100002970566,10249416955971,1
29,2023-07-18,South,ECH2,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),D,패션잡화,모자/장갑,모자,모자,23771025,GCC SPORT 썬캡 / GCC 썬캡 - 화이트+블랙+브라운,19100002488989,10249246529771,1
29,2023-07-16,South,DAEGU2,GWJ2 Sub-hub,OVERNIGHT,CORE,TPB,TPB 2호,A,생활용품,세제류,세탁세제류,일반세탁세제,33499336,퍼실 파워젤 플러스 드럼용 2.7L,22100002145141,10249147078450,4
29,2023-07-20,South,GMH2,GMH1 Sub-hub,OVERNIGHT,CORE,PLASTIC,RPB2.5(50),B,생활용품,세제류,주방세제류,주방식기세제,58512,넬리 소다 자동식기세척기세제 1kg,25100002771453,10249345818935,1
29,2023-07-17,South,ANS8,GWJ2 Sub-hub,STANDARD,CORE,TPB,TPB 1호,A,식품,가루/조미료/향신료,설탕/소금,설탕,564394,하얀설탕(15KG)   1개,31100002345004,10249192064296,1
29,2023-07-17,South,CHW1,GWJ2 Sub-hub,STANDARD,CORE,TPB,TPB11,A,생활용품,세제류,세탁세제류,드럼용세탁세제,30828434,단품_액츠 퍼펙트 실내건조 3.0+200ml 드럼용,28100002286502,10249173431070,1
29,2023-07-17,South,KKW1,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,생활용품,세제류,주방세제류,주방식기세제,10833445,탐사 베이킹소다 주방세제 레몬향 780ml*2팩,17100002366275,10249201559881,1
29,2023-07-18,South,DAEGU2,GMH1 Sub-hub,SAMEDAY,CORE,TPB,TPB11,B,생활용품,세제류,세탁세제류,일반세탁세제,33806774,퍼실 퓨어프레쉬 9중효소 실내건조 드럼용 2.7L,20100002461239,10249235948512,1
29,2023-07-20,South,YAS1,GMH1 Sub-hub,STANDARD,CORE,TPB,TPB 2호,A,생활용품,세제류,청소용세제류,기타청소용세제,10789968,"유한락스 멀티액션 레귤러 1.8L, 2개입",26100002769369,10249347846920,2
29,2023-07-16,South,YAS1,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,D,생활용품,세제류,세탁세제류,액체 섬유유연제,13400606,[박스훼손 할인] 다우니 엑스퍼트 실내건조 프레시 클린 플러스 초고농축 섬유유연제 본품 1.05Lx3,3100002152493,10249119102773,1
29,2023-07-18,South,ANS4,GWJ2 Sub-hub,STANDARD,CORE,PAPER,B31호,E,출산/유아,영유아목욕/위생/건강,영유아위생용품,영유아변기/커버,7900562,클로앙 유아변기-레몬,16100002512002,10249253753421,1
29,2023-07-19,South,ECH2,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),E,패션잡화,스포츠신발,기타스포츠,스포츠아쿠아슈즈,34845997,통기성 아쿠아슈즈 / 민트 250,25100002635749,10249297858063,1
29,2023-07-20,South,GWJ4,GWJ2 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),B,식품,가루/조미료/향신료,조미료/향신료,요리주/미림,2235329,청정원 생강&매실 맛술 1.8L,22100002837286,10249372885931,1
29,2023-07-19,South,BUC1,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,C,식품,생수/음료,음료,탄산음료,30214831,[데일리이츠] 뚱캔 제로칼로리 탄산 캔음료 6종 24캔 / 1세트,14100002644296,10249299365480,1
29,2023-07-20,South,SEL1,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),B,뷰티,뷰티소품,기타뷰티소품,기타 이미용소품,16480132,모델링 팩도구 4종 세트(고무볼 중 + 스파츌라 대 + 해면 + 계량컵),22100002670516,10249313275935,1
29,2023-07-17,South,CHW1,GMH1 Sub-hub,SAMEDAY,CORE,PAPER,B6호,D,식품,장/오일/소스,식용유/오일/참기름,올리브유,20280737,컨디봉 엑스트라버진 올리브오일 1L 1개,9100002313224,10249184600513,1
29,2023-07-20,South,INC4,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),D,식품,커피/차,티/전통차,허브차/꽃차/수입차,22346158,"유기농 루이보스 오렌지 20티백, 다비앙",29100002841278,10249369832133,1
29,2023-07-17,South,ANS4,GWJ2 Sub-hub,STANDARD,CORE,TPB,TPB 3호,D,패션잡화,우산/양산/우비,우산/양산,우산,26414322,미치코런던 컬러살대 60곡자 장우산 049 오페라,9100002324455,10249188648963,1
29,2023-07-18,South,CHW1,GMH1 Sub-hub,STANDARD,CORE,PAPER,B17호,C,주방용품,조리기구/도구,냄비/프라이팬,일반프라이팬,11125537,락앤락 LocknLock 로즈골드IH 인덕션 웍 28cm,1100002416750,10249222913005,1
29,2023-07-18,South,DAEGU,GWJ2 Sub-hub,SAMEDAY,CORE,SIOC,SIOCs,A,식품,생수/음료,음료,스포츠/이온음료,1994174,Box 롯데칠성 게토레이 레몬 1.5L 12개,7100002482230,10249239165270,1
29,2023-07-18,South,ANS4,GWJ2 Sub-hub,STANDARD,CORE,PAPER,B46호,B,식품,신선식품,쌀/잡곡류,백미,12485102,강화군농협 삼광미플러스 백미,7100002435831,10249221161513,1
29,2023-07-20,South,GOY1,GMH1 Sub-hub,STANDARD,CORE,TPB,TPB11,D,생활용품,세제류,주방세제류,주방식기세제,26871011,"부케가르니 나드 에코 그린 주방세제 블루베리민트, 750ml, 3개",19100002646260,10249358963745,1
29,2023-07-19,South,SAN2,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,생활용품,방향/탈취/살충제,살균제,살균제,14906146,탐사 살균 소독 스프레이 리필 4L,13100002658983,10249312318501,1
29,2023-07-20,South,BUC1,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,D,생활용품,세제류,주방세제류,주방식기세제,13562214,탈취제 원액 에버미라클 EM 활성액 발효완성액 20L,30100002735386,10249328615956,1
29,2023-07-18,South,MCN1,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,식품,생수/음료,음료,커피음료,16888178,쟈뎅 까페리얼 아메리카노 블랙 무라벨 400ml X 20개입 20개 400ml,29100002356510,10249281216705,1
29,2023-07-22,South,YAS1,GMH1 Sub-hub,STANDARD,CORE,TPB,TPB 1호,C,생활용품,세제류,청소용세제류,기타청소용세제,34314469,후레쉬 2L,13100002901367,10249426193215,2
29,2023-07-20,South,DAEGU2,GMH1 Sub-hub,SAMEDAY,CORE,PAPER,B6호,C,식품,장/오일/소스,식용유/오일/참기름,들기름,15238225,대현상회 저온압착 국산 들기름 180ml,13100002734268,10249336795353,1
29,2023-07-18,South,SAN2,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,생활용품,방향/탈취/살충제,살균제,살균제,14906146,탐사 살균 소독 스프레이 리필 4L,27100002385284,10249260947811,1
29,2023-07-20,South,DAEGU,GWJ2 Sub-hub,SAMEDAY,CORE,SIOC,SIOCs,B,식품,생수/음료,멸균우유,멸균우유,4181037,Box_파스퇴르 유기농 우유 125ml 24개입,31100002759577,10249338795021,1
29,2023-07-17,South,INC4,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),C,뷰티,스킨케어,여성스킨케어,에센스/앰플,16260995,[미샤] 타임 레볼루션 더 퍼스트 에센스 5X (5세대) 180ml,7100002408536,10249211407982,2
29,2023-07-19,South,ANS8,GMH1 Sub-hub,STANDARD,CORE,TPB,TPB 1호,B,생활용품,세제류,세탁세제류,액체 섬유유연제,9388214,단품_고농축 피죤 오리지널 6L 오션후레쉬,2100002626631,10249297423466,1
29,2023-07-16,South,DAEGU2,GMH1 Sub-hub,STANDARD,CORE,TPB,TPB11,A,생활용품,세제류,세탁세제류,일반세탁세제,33499336,퍼실 파워젤 플러스 드럼용 2.7L,11100002114829,10249108376964,1
29,2023-07-16,South,SAN2,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,생활용품,화장지/제지,화장지/티슈,화장지,16222449,깨끗한나라 순수시그니처 27m 30롤,24100002185791,10249137217340,1
29,2023-07-16,South,YAS1,GMH1 Sub-hub,OVERNIGHT,CORE,PAPER,B6호,C,식품,장/오일/소스,식용유/오일/참기름,참기름,11890929,[향유상회] 진한 참바른참기름350ml,24100002271913,10249167651402,1
29,2023-07-16,South,YON1,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,생활용품,화장지/제지,화장지/티슈,화장지,13415874,땡큐 3겹 천연펄프 화장지 14m 30롤,10100002235812,10249154004692,1
29,2023-07-21,South,GMH2,GMH1 Sub-hub,STANDARD,CORE,TPB,TPB 2호,A,생활용품,세제류,세탁세제류,일반세탁세제,31061503,"리큐 꿉꿉한 냄새 싹 실내건조 액체세제 리필 2.1L, 1개",5100002885764,10249384700881,4
29,2023-07-19,South,ANS5,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,식품,생수/음료,음료,과일음료,3337959,Box_가야농장 토마토 340ml x 24pet,4100002622571,10249292783715,1
29,2023-07-20,South,ANS5,GMH1 Sub-hub,STANDARD,CORE,PAPER,B27호,B,식품,스낵/간식,스낵/시리얼,과자쿠키/비스킷/크래커,3012727,곡물그대로21 1500g,22100002719520,10249331039430,1
29,2023-07-17,South,GOY1,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,PB1호,C,식품,가공/즉석식품,잼/꿀/시럽,잼/스프레드,142962,카야하우스 프리미엄 카야 브라운 240g,9100002413648,10249219152314,1
29,2023-07-16,South,CHW1,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),C,가구/홈인테리어,인테리어용품,디퓨저류,디퓨저,12945671,"쿤달 퍼퓸 디퓨저 플라워가든향, 200ml 3개 + 섬유스틱 15개 세트",7100002232742,10249148908670,1
29,2023-07-20,South,DAEGU,GWJ2 Sub-hub,OVERNIGHT,CORE,TPB,TPB 1호,A,식품,신선식품,쌀/잡곡류,백미,11623356,"강화군농협 삼광미플러스 백미, 10kg, 1개",3100002772574,10249342404431,1
29,2023-07-18,South,ANS8,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOC,B,생활용품,세제류,세탁세제류,액체 섬유유연제,31747629,단품_고농축 피죤 오리지널 6L 써니가든,12100002405186,10249260935885,2
29,2023-07-19,South,SAN2,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,생활용품,세제류,세탁세제류,액체 섬유유연제,2329864,"Box_피죤 레귤러 3100ml 옐로미모사, 4개",2100002587106,10249282914990,1
29,2023-07-16,South,DON1,GMH1 Sub-hub,STANDARD,CORE,PAPER,B8호,D,패션의류,언더웨어/홈웨어,여성 속옷,여성팬티,27985329,판도라by비비안 면스판 복대팬티 3P / 100 베이지,25100002287826,10249174404700,1
29,2023-07-21,South,YON1,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,C,식품,생수/음료,음료,과일음료,13946495,"[쿠팡 직수입] 후버 착즙 오렌지주스, 200ml, 30개",11100002904600,10249393889335,1
29,2023-07-16,South,CHW1,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,생활용품,세제류,세탁세제류,액체 섬유유연제,13125847,2020 New 다우니 퍼퓸 미스티크 1.05LX3,1100002146416,10249127181580,1
29,2023-07-21,South,MCN1,GMH1 Sub-hub,STANDARD,CORE,SIOC,CSTMs,D,생활용품,수납/정리잡화,기타가정용품,기타가정용품,15113560,"글로제닉 제품보호 완충제 발포지 (3T) 110cm x 50m, 1롤",20100002970595,10249416797270,1
29,2023-07-18,South,DAE6,GMH1 Sub-hub,STANDARD,CORE,PAPER,B8호,C,식품,가공/즉석식품,캔/통조림류,반찬/절임 통조림,29697704,고야 슬라이스드 블랙 올리브 900g(대용량),20100002452336,10249232258436,2
29,2023-07-20,South,CHW4,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,C,식품,장/오일/소스,소스/드레싱/식초,식초/음용식초,11625877,[B2B] _사과식초 15L,30100002726221,10249325174620,1
29,2023-07-16,South,DAEGU,GWJ2 Sub-hub,STANDARD,CORE,PAPER,B33호,C,식품,생수/음료,음료,무/비알콜음료,12104918,칭따오 논알콜릭 맥주맛 비알콜 음료(330ml 24병),30100002271881,10249163802662,1
29,2023-07-16,South,CHW1,GWJ2 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),A,뷰티,헤어케어,샴푸/린스,샴푸,13597173,제이숲 실크케라틴 단백질 샴푸,31100002168024,10249131193991,1
29,2023-07-19,South,DAEGU,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,C,식품,생수/음료,음료,차음료,15715545,"광동 밀싹 보리차, 1.5L, 12입",14100002551270,10249265820754,1
29,2023-07-19,South,SAN2,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,생활용품,세제류,세탁세제류,일반세탁세제,3016358,Box_액체비트 2L 리필 4입,11100002634927,10249307972363,1
29,2023-07-16,South,CHW1,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,C,가전디지털,생활가전,가사가전,핸디/스틱청소기,12880514,"캐치웰 텀블러 차량용 무선청소기, THC1000, 아이언그레이",11100002176369,10249132608013,1
29,2023-07-22,South,YON1,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,식품,생수/음료,음료,건강음료,16809333,비타파워 180ml*30 30캔 180ml,21100003065681,10249452437136,1
29,2023-07-16,South,DAEGU2,GWJ2 Sub-hub,OVERNIGHT,CORE,PLASTIC,RPB2.5(50),A,식품,생수/음료,음료,과일음료,10812850,솔리몬 스퀴즈드 레몬즙 990ml 1개,19100002226161,10249151009344,1
29,2023-07-16,South,DAEGU,GMH1 Sub-hub,OVERNIGHT,CORE,SIOC,SIOCs,B,생활용품,세제류,세탁세제류,액체 섬유유연제,3225348,"Box_피죤 레귤러 2300ml 핑크로즈, 6개",21100002195584,10249137307194,1
29,2023-07-21,South,MCN1,GMH1 Sub-hub,OVERNIGHT,CORE,SIOC,SIOCs,A,식품,생수/음료,음료,스포츠/이온음료,22481008,게토레이 레몬 240ml 30캔,32100002906884,10249398261841,1
29,2023-07-20,South,ANS4,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,식품,생수/음료,음료,탄산음료,14771684,펩시제로슈거 라임향 210ml 30입,23100002757202,10249341731193,1
29,2023-07-19,South,DON1,GWJ2 Sub-hub,OVERNIGHT,CORE,PLASTIC,RPB2.5(50),C,식품,가공/즉석식품,잼/꿀/시럽,꿀,13918588,곰곰 아카시아 벌꿀 900g,24100002609023,10249289788861,1
29,2023-07-21,South,DAE6,GMH1 Sub-hub,STANDARD,CORE,PAPER,B6호,D,식품,장/오일/소스,식용유/오일/참기름,기타식용유,36199737,"페페브루노 아보카도 오일 1L, 1개",28100002917518,10249399479513,1
29,2023-07-21,South,GOY1,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),C,생활용품,청소/세탁/욕실용품,청소용품,쓰레기봉투,12184320,생활미소 분리수거비닐봉투 50Lx100매,4100002888657,10249385290336,1
29,2023-07-19,South,GOY1,GMH1 Sub-hub,STANDARD,CORE,PAPER,LUX1-B4,C,뷰티,스킨케어,클렌징,필링/스크럽,22152663,[피킹주의(소형 단상자)] 프리메라 페이셜마일드필링 150ml,14100002606148,10249286009410,1
29,2023-07-21,South,YAS1,GMH1 Sub-hub,SAMEDAY,CORE,PAPER,B6호,A,식품,커피/차,커피,커피믹스,12185680,맥심 화이트골드 커피믹스 11.7g × 160개,10100002897791,10249391368370,1
29,2023-07-19,South,INC4,GWJ2 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),C,가전디지털,컴퓨터/게임,컴퓨터주변기기,마우스,35174143,로지텍코리아 버티컬 마우스 LIFT 로즈핑크 MR0094,3100002624130,10249289914614,1
29,2023-07-17,South,MAJ1,GWJ2 Sub-hub,STANDARD,CORE,TPB,TPB 1호,A,생활용품,세제류,세탁세제류,일반세탁세제,33499342,퍼실 라벤더젤 플러스 드럼용 2.7L,31100002302683,10249175965792,1
29,2023-07-21,South,MCN1,GWJ2 Sub-hub,OVERNIGHT,CORE,SIOC,SIOCs,C,식품,생수/음료,음료,차음료,22703012,"맑은얼굴 루이보스차 무라벨, 500ml, 20개",26100002892677,10249392561446,1
29,2023-07-16,South,MAJ1,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,식품,생수/음료,음료,스포츠/이온음료,2332944,Box_포카리 페트 1500ml 12개입,13100002247209,10249166121456,1
29,2023-07-21,South,DON1,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,생활용품,세제류,주방세제류,주방식기세제,10833445,탐사 베이킹소다 주방세제 레몬향 780ml*2팩,16100002934853,10249404463664,1
29,2023-07-18,South,CHW1,GMH1 Sub-hub,OVERNIGHT,CORE,PLASTIC,RPB 3.5,C,식품,가루/조미료/향신료,곡물가루,쌀/찹쌀가루/전분,15159092,밀가루대신 글루텐프리 타피오카 전분 1.2kg,30100002522639,10249253930020,3
